0.000	2.640	Torting,
2.640	5.280	 torting,
5.280	5.700	 his
5.700	6.600	 people,
6.600	7.860	 he,
7.860	9.240	 was
9.240	9.780	 found
9.780	10.200	 that
10.200	11.580	 in
11.580	11.700	 his
11.700	12.000	 room.
12.120	15.120	 Struck.
15.360	16.320	 Struck
16.320	17.580	 down
17.580	18.000	 by
18.000	18.180	 the
18.180	19.620	 thunderbolt.
19.800	26.580	 They
26.580	27.300	 then,
27.300	29.940	 Offered
29.940	30.240	 the
30.240	30.960	 crown
30.960	31.320	 to
31.320	32.100	 Solomon,
32.100	32.160	 the
32.160	32.640	 tutor.
32.760	34.980	 Who
34.980	35.400	 the
35.400	35.940	 prince
35.940	36.360	 had
36.360	37.200	 put
37.200	37.560	 in
37.560	38.280	 prison,
38.280	38.820	 so
38.820	39.360	 in
39.360	39.660	 a
39.660	40.020	 single
40.020	40.740	 day,
40.740	42.000	 Salmon
42.000	42.420	 went
42.420	42.960	 from
42.960	43.320	 being
43.320	43.740	 a
43.740	44.460	 prisoner
44.460	45.300	 to
45.300	45.960	 being,
45.960	48.300	 The
48.300	48.900	 king,
48.900	49.620	 just
49.620	50.160	 as
50.160	51.060	 this
51.060	51.600	 man
51.600	52.560	 finished,
52.560	53.820	 their
53.820	54.780	 story,
54.780	55.260	 the
55.260	55.620	 sound
55.620	56.040	 of
56.040	56.940	 time.
58.500	60.420	 Trumpet,
60.420	61.020	 and
61.020	61.620	 the
61.620	62.220	 shot
62.220	63.360	 of
63.360	63.660	 the
63.660	66.180	 crowd,
66.180	68.160	 and
68.160	69.480	 announced,
69.480	70.800	 that
70.800	71.280	 the
71.280	71.640	 new
71.640	72.120	 king
72.120	72.480	 was
72.480	73.020	 a
73.020	74.820	 approach,
74.820	75.540	 train.
81.660	83.220	 I
83.220	83.520	 have
83.520	83.940	 taken
83.940	84.600	 the
84.600	85.380	 crown,
85.380	85.740	 you
85.740	86.580	 have.
88.260	89.040	 Given
89.040	90.480	 me,
90.480	90.720	 but
90.720	91.200	 I
91.200	91.740	 am
91.740	92.640	 only
92.640	93.480	 holding
93.480	93.780	 it
93.780	94.140	 safe
94.140	94.560	 for
94.560	94.920	 Prince
94.920	96.060	 Danny.
96.120	96.480	 He
96.480	96.900	 is
96.900	97.320	 not
97.320	97.740	 that
97.740	98.280	 as
98.280	98.520	 a
98.520	99.060	 rumor
99.060	99.960	 says,
99.960	101.880	 Sarah
101.880	102.780	 told
102.780	103.080	 me
103.080	103.920	 that
103.920	104.400	 there
104.400	107.640	 is
107.640	108.120	 still
108.120	108.600	 a
108.600	108.900	 chance
108.900	109.320	 that
109.320	110.160	 you
110.160	111.420	 may
111.420	111.600	 see
111.600	111.840	 him
111.840	112.080	 in
112.080	112.620	 return,
112.620	113.820	 becoming
113.820	114.060	 a
114.060	115.320	 good,
115.320	116.100	 a
116.100	116.400	 king
116.400	117.000	 as
117.000	117.600	 his
117.600	117.960	 father
117.960	118.500	 once
118.500	119.640	 was.
119.700	125.820	 The
125.820	126.540	 hunter
126.540	126.960	 who
126.960	127.200	 had
127.200	127.680	 called
127.680	128.160	 him
128.160	128.880	 took
128.880	129.240	 him
129.240	129.960	 in
129.960	130.320	 a
130.320	130.680	 place
130.680	131.100	 where
131.100	131.880	 he
131.880	132.600	 was
132.600	133.380	 chained
133.380	134.700	 up
134.700	135.420	 among
135.420	135.840	 all
135.840	136.140	 the
136.140	136.380	 other
136.380	138.600	 beast.
138.660	139.920	 The
139.920	140.400	 prince
140.400	141.420	 decided
141.420	142.020	 to
142.020	142.380	 show
142.380	142.740	 his
142.740	143.220	 sorrow
143.220	143.700	 for
143.700	143.940	 his
143.940	144.540	 past
144.540	145.080	 bad
145.080	146.040	 behavior
146.040	147.180	 by
147.180	147.780	 being
147.780	148.860	 gentle
148.860	149.160	 with
149.160	149.820	 the
149.820	150.000	 man.
150.120	152.280	 Tasked
152.280	152.880	 to
152.880	153.660	 care
153.660	153.900	 for
153.900	154.140	 him.
154.200	157.860	 Unfortunately,
157.860	158.400	 this
158.400	161.520	 man,
161.520	162.060	 the
162.060	162.900	 caretaker
162.900	163.800	 was
163.800	165.900	 very,
165.900	167.100	 tough
167.100	167.580	 and
167.580	168.240	 mean,
168.240	169.140	 even
